202,1250160705350885376
202,1249830898553454593
202,1249810159955820544
202,1249778180724006915
202,1249771961145675776
202,1249638909941878784
202,1249463654606442497
202,1249452714834231297
202,1249264119909318656
202,1249261227454455808
202,1249165761031090181
202,1249129036082753536
202,1249113073845063680
202,1249098226474479623
202,1249083060340977664
202,1249068017780011008
202,1249053265242644480
202,1249044777045299202
202,1249043405843374081
202,1249038952595484677
202,1249023581658296321
202,1249008992166137857
202,1248992592861130754
202,1248709900655566849
202,1248652761476075520
202,1248638253588152323
202,1248614837191499779
202,1248581926874542081
202,1248559076885159937
202,1248448976136929280
202,1248376380762411009
202,1248373377963667457
202,1248356019744444417
202,1248355987431571456
202,1248324938668240896
202,1248289831290978305
202,1248283725768638464
202,1248217889854771201
202,1248206989479628801
202,1248151542928007168
202,1248142978264244225
202,1248141805478019072
202,1248102455696637952
202,1248073758750973953
202,1248055900549636096
202,1247977615169748992
202,1247977582491873280
202,1247973229924360192
202,1247970298021830656
202,1247946903699898368
202,1247935455187718144
202,1247929403746799620
202,1247901275447943168
202,1247900193468502026
202,1247888623334125575
202,1247874535484846081
202,1247867824258908167
202,1247859874517704705
202,1247792391282503680
202,1247745627326300161
202,1247740292817514497
202,1247685609998692352
202,1247682654226518018
202,1247632854445588481
202,1247630322281467911
202,1247624817609568256
202,1247612439975407618
202,1247554138465943552
202,1247537723423854594
202,1247537640296960000
202,1247532049801437187
202,1247511121315139585
202,1247504827036225537
202,1247489658881298432
202,1247453781433954305
202,1247451521077444608
202,1247446800681840640
202,1247419955823480832
202,1247416863413469185
202,1247397609666420736
202,1247372290334965760
202,1247364455949877249
202,1247343261850767360
202,1247335276575215616
202,1247304534897987584
202,1247302710283681798
202,1247296666534842374
202,1247287934421798912
202,1247276999942516736
202,1247274075157868548
202,1247266083607904259
202,1247262525738999809
202,1247258698872950786
202,1247248940619247619
202,1247229121588912128
202,1247226578758746112
202,1247221674610774017
202,1247214750297022465
202,1247205969119055872
202,1247204795036958721
202,1247204446745976832
202,1247200968120262658
202,1247199894139478018
202,1247194805668655104
202,1247171262562078720
202,1247163915626299392
202,1247156789445111808
202,1247125990893137920
202,1247116665168396292
202,1247112178550923266
202,1247111776195526656
202,1247089462611447811
202,1247087498683207682
202,1247084793902194689
202,1247080955438743552
202,1247072882909315073
202,1247072880040366080
202,1247066220752297984
202,1247063268109111297
202,1247058048637681664
202,1247050610186186752
202,1247040928361168902
202,1247031414245089281
202,1247027138944884743
202,1247017227607515137
202,1247004865597001728
202,1247002971608502273
202,1246993193561923591
202,1246982396198649858
202,1246976251887157249
202,1246952878171971585
202,1246944403811418112
202,1246936737491955713
202,1246926299316150272
202,1246922404590497792
202,1246915958989602816
